Instruction list for ForwardCom instruction set. Version 1.07,,,,,,,,,,,,,
Name,Id,Category,Formats,Template,Template variant,Source operands,OP1,OP2,Operand types general purpose registers,Operand types scalar,Operand types vectors,Immediate operand type,Description
sub/jump_neg,0x101609,4,0x135001,0xB,,3,2,0,0x000F,0x1000,0,0,"subtract signed, jump if negative"
sub/jump_nneg,0x101709,4,0x135001,0xB,,3,3,0,0x000F,0x1000,0,0,"subtract signed, jump if zero or positive"
sub/jump_pos,0x101409,4,0x135001,0xB,,3,4,0,0x000F,0x1000,0,0,"subtract signed, jump if positive"
sub/jump_npos,0x101509,4,0x135001,0xB,,3,5,0,0x000F,0x1000,0,0,"subtract signed, jump if zero or negative"
sub/jump_overfl,0x101809,4,0x135001,0xB,,3,6,0,0x000F,0x1000,0,0,"subtract signed, jump if overflow"
sub/jump_noverfl,0x101909,4,0x135001,0xB,,3,7,0,0x000F,0x1000,0,0,"subtract signed, jump if not overflow"
sub/jump_borrow,0x102009,4,0x135001,0xB,U0,3,8,0,0x000F,0x1000,0,0,"subtract unsigned , jump if borrow"
sub/jump_nborrow,0x102009,4,0x135001,0xB,U0,3,9,0,0x000F,0x1000,0,0,"subtract unsigned , jump if not borrow"
shift_left/jump_zero,0x101220,4,0x135001,0,I2,3,10,0,0x000F,0x9060,0,0,"shift left, jump if zero"
shift_left/jump_nzero,0x101320,4,0x135001,0,I2,3,11,0,0x000F,0x9060,0,0,"shift left, jump if not zero"
shift_right_u/jump_zero,0x101223,4,0x135001,0,U0I2,3,12,0,0x000F,0x9060,0,0,"shift right unsigned, jump if zero"
shift_right_u/jump_nzero,0x101323,4,0x135001,0,U0I2,3,13,0,0x000F,0x9060,0,0,"shift right unsigned, jump if not zero"
rotate/jump_carry,0x102021,4,0x135001,0,I2,3,14,0,0x000F,0x9060,0,0,"rotate left or right, jump if carry"
rotate/jump_ncarry,0x102121,4,0x135001,0,I2,3,15,0,0x000F,0x9060,0,0,"rotate left or right, jump if not carry"
add/jump_zero,0x101208,4,0x135021,0,,3,16,0,0x000F,0x1000,0,0,"add, jump if zero"
add/jump_nzero,0x101308,4,0x135021,0,,3,17,0,0x000F,0x1000,0,0,"add, jump if not zero"
add/jump_neg,0x101608,4,0x135021,0,,3,18,0,0x000F,0x1000,0,0,"add signed, jump if negative"
add/jump_nneg,0x101708,4,0x135021,0,,3,19,0,0x000F,0x1000,0,0,"add signed, jump if zero or positive"
add/jump_pos,0x101408,4,0x135021,0,,3,20,0,0x000F,0x1000,0,0,"add signed, jump if positive"
add/jump_npos,0x101508,4,0x135021,0,,3,21,0,0x000F,0x1000,0,0,"add signed, jump if zero or negative"
add/jump_overfl,0x101808,4,0x135021,0,,3,22,0,0x000F,0x1000,0,0,"add signed, jump if overflow"
add/jump_noverfl,0x101908,4,0x135021,0,,3,23,0,0x000F,0x1000,0,0,"add signed, jump if not overflow"
add/jump_carry,0x102008,4,0x135021,0,U0,3,24,0,0x000F,0x1000,0,0,"add unsigned, jump if carry"
add/jump_ncarry,0x102108,4,0x135021,0,U0,3,25,0,0x000F,0x1000,0,0,"add unsigned, jump if not carry"
compare/jump_nfinite,0x102607,4,0x1001,0,D1O4,3,24,0,0,0x8060,0,0,jump if either operand is infinite or nan
compare/jump_finite,0x102707,4,0x1001,0,D1O4,3,25,0,0,0x8060,0,0,jump if no operand is infinite or nan
and/jump_zero,0x10121C,4,0x135021,0,,3,26,0,0x000F,0x9060,0,0,"bitwise and, jump if zero"
and/jump_nzero,0x10131C,4,0x135021,0,,3,27,0,0x000F,0x9060,0,0,"bitwise and, jump if not zero"
or/jump_zero,0x10121E,4,0x135021,0,,3,28,0,0x000F,0x9060,0,0,"bitwise or, jump if zero"
or/jump_nzero,0x10131E,4,0x135021,0,,3,29,0,0x000F,0x9060,0,0,"bitwise or, jump if not zero"
xor/jump_zero,0x10121F,4,0x135021,0,,3,30,0,0x000F,0x9060,0,0,"bitwise exclusive or, jump if zero"
xor/jump_nzero,0x10131F,4,0x135021,0,,3,31,0,0x000F,0x9060,0,0,"bitwise exclusive or, jump if not zero"
compare/jump_eq,0x101207,4,0x135021,0,D1O4,3,32,0,0x000F,0x9060,0,0,"compare, jump if equal"
compare/jump_neq,0x101307,4,0x135021,0,D1O4,3,33,0,0x000F,0x9060,0,0,"compare, jump if not equal"
compare/jump_sbelow,0x101607,4,0x135021,0,D1O4,3,34,0,0x000F,0x9060,0,0,"compare signed, jump if below"
compare/jump_saboveeq,0x101707,4,0x135021,0,D1O4,3,35,0,0x000F,0x9060,0,0,"compare signed, jump if above or equal"
compare/jump_sabove,0x101407,4,0x135021,0,D1O4,3,36,0,0x000F,0x9060,0,0,"compare signed, jump if above"
compare/jump_sbeloweq,0x101507,4,0x135021,0,D1O4,3,37,0,0x000F,0x9060,0,0,"compare signed, jump if below or equal"
compare/jump_ubelow,0x102007,4,0x135021,0,D1U0O4,3,38,0,0x000F,0x1000,0,0,"compare unsigned, jump if below"
compare/jump_uaboveeq,0x102107,4,0x135021,0,D1U0O4,3,39,0,0x000F,0x1000,0,0,"compare unsigned, jump if above or equal"
compare/jump_uabove,0x102207,4,0x135021,0,D1U0O4,3,40,0,0x000F,0x1000,0,0,"compare unsigned, jump if above"
compare/jump_ubeloweq,0x102307,4,0x135021,0,D1U0O4,3,41,0,0x000F,0x1000,0,0,"compare unsigned, jump if below or equal"
compare/jump_absbelow,0x102007,4,0x135021,0,D1O4,3,38,0,0,0x8060,0,0,"compare float absolute values, jump if below"
compare/jump_absaboveeq,0x102107,4,0x135021,0,D1O4,3,39,0,0,0x8060,0,0,"compare float absolute values, jump if above or equal"
compare/jump_absabove,0x102207,4,0x135021,0,D1O4,3,40,0,0,0x8060,0,0,"compare float absolute values, jump if above"
compare/jump_absbeloweq,0x102307,4,0x135021,0,D1O4,3,41,0,0,0x8060,0,0,"compare float absolute values, jump if below or equal"
test_bit/jump_zero,0x101228,4,0x135021,0,D1I2,3,42,0,0x000F,0x9060,0,0,"test single bit in source1 indexed by source2, jump if zero"
test_bit/jump_nzero,0x101328,4,0x135021,0,D1I2,3,43,0,0x000F,0x9060,0,0,"test single bit in source1 indexed by source2, jump if not zero"
test/jump_all1,0x101250,4,0x135021,0,D1I2,3,44,0,0x000F,0x9060,0,0,jump if all bits in src1 indicated by src2 are 1
test/jump_nall1,0x101350,4,0x135021,0,D1I2,3,45,0,0x000F,0x9060,0,0,jump if not all bits in src1 indicated by src2 are 1
increment_compare/jump_sabove,0x101451,4,0x135021,0,O4,3,50,0,0x000F,0x1000,0,0,dest = source1 + 1. jump if dest > source2 (signed)
increment_compare/jump_sbeloweq,0x101551,4,0x135021,0,O4,3,51,0,0x000F,0x1000,0,0,dest = source1 + 1. jump if dest <= source2 (signed)
sub_maxlen/jump_pos,0x101452,4,0x10001,0,,3,52,0,0x000F,0,0,18,dest -= (max vector length for operand type given by IM1). jump if result is positive
sub_maxlen/jump_npos,0x101552,4,0x10001,0,,3,53,0,0x000F,0,0,18,dest -= (max vector length for operand type given by IM1). jump if result not positive
sub/jump,0x101009,4,0x35021,0,,3,54,0,0x000F,0x1000,0,0,"subtract, jump unconditionally"
add/jump,0x101008,4,0x35021,0,,3,55,0,0x000F,0x1000,0,0,"add, jump unconditionally"
jump,0x101000,4,0x2002,0xB,D0,1,58,0,0x000F,0,0,0,jump to address in memory operand with base and offset
call,0x101100,4,0x2002,0xB,D0,1,59,0,0x000F,0,0,0,call to address in memory operand with base and offset
jump,0x101000,4,0x10,0xD,D0,1,0,0,0x000F,0,0,0,direct jump to 24-bit relative address
call,0x101100,4,0x10,0xD,D0,1,8,0,0x000F,0,0,0,direct jump to 24-bit relative address
jump,0x101000,4,0x10040,0xC,D0,1,58,0,0x000F,0,0,0,direct jump to 8 or 32 bit relative address
call,0x101100,4,0x10040,0xC,D0,1,59,0,0x000F,0,0,0,direct jump to 8 or 32 bit relative address
jump,0x101000,4,0x100000,0xC,D0,1,58,0,0x000F,0,0,21,direct jump to absolute address
call,0x101100,4,0x100000,0xC,D0,1,59,0,0x000F,0,0,21,direct call to absolute address
jump,0x101000,4,0x2004,0xA,D1,2,60,0,0x000F,0,0,0,"jump to address in table with base and index, relative to arbitrary reference point"
call,0x101100,4,0x2004,0xA,D1,2,61,0,0x000F,0,0,0,"call to address in table with base and index, relative to arbitrary reference point"
jump,0x101000,4,0x80,0xC,D0,1,60,0,0x000F,0,0,0,jump to address in register
call,0x101100,4,0x80,0xC,D0,1,61,0,0x000F,0,0,0,call to address in register
return,0x4001E,4,0x8,0xB,D0,0,62,0,0x000F,0,0,0,return from function
sys_return,0x4101E,4,0x80,0xC,D0,0,62,0,0x000F,0,0,0,return from system function or interrupt
sys_call,0x4001F,4,0x8,0xA,D1,3,63,0,0x000F,0,0,0,system call to ID in register
sys_call,0x4001F,4,0x8000,0xB,D0,3,63,0,0x080F,0,0,26,system call to ID in constant fields
sys_call,0x4001F,4,0x80000,0xB,D0,4,63,0,0x080F,0,0,27,system call to ID in constant fields
sys_call,0x4001F,4,0x2000000,0xB,D0,3,63,0,0x080F,0,0,28,system call to ID in constant fields
trap,0x4101F,4,0x40,0xC,D0,1,63,0,0x080F,,0,19,unconditional trap (interrupt)
filler,0x4101F,4,0x40,0xC,D0,0,63,0,0x00FF,0x00FF,0,0,filler indicating unused code (0x6FFFFFFF)
compare_trap_uabove,0x42207,4,0x40000,0xC,D0,2,63,0,0x0008,0,0,20,conditional trap if unsigned above
,,,,,,,,,,,,,
Partial instruction names:,,,,,,,,,,,,,
test,0x0050,4,0,0,,2,-1,0,0,0,0,0,partial instruction name. part of test_bit/jump_zero
increment_compare,0x0051,4,0,0,,2,-1,0,0,0,0,0,partial instruction name. part of increment_compare/jump_above
sub_maxlen,0x0052,4,0,0,,2,-1,0,0,0,0,18,partial instruction name. part of sub_maxlen/jump_pos
jump_zero,0x101200,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if zero
jump_nzero,0x101300,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if not zero
jump_neg,0x101600,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if negative
jump_nneg,0x101700,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if zero or positive
jump_pos,0x101400,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if positive
jump_npos,0x101500,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if zero or negative
jump_overfl,0x101800,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if overflow
jump_noverfl,0x101900,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if not overflow
jump_borrow,0x102000,4,0,0,U0,3,-1,0,0,0,0,0,partial instruction name. jump if borrow
jump_nborrow,0x102000,4,0,0,U0,3,-1,0,0,0,0,0,partial instruction name. jump if not borrow
jump_carry,0x102000,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if carry
jump_ncarry,0x102100,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if not carry
jump_nfinite,0x102600,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if either operand is infinite or nan
jump_finite,0x102700,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if no operand is infinite or nan
jump_eq,0x101200,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if equal
jump_equal,0x101200,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_neq,0x101300,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if not equal
jump_notequal,0x101300,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_sbelow,0x101600,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below
jump_saboveeq,0x101700,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above or equal
jump_sabove,0x101400,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above
jump_sbeloweq,0x101500,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below or equal
jump_below,0x101600,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_aboveeq,0x101700,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_above,0x101400,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_beloweq,0x101500,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_ubelow,0x102000,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if below
jump_uaboveeq,0x102100,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if above or equal
jump_uabove,0x102200,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if above
jump_ubeloweq,0x102300,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if below or equal
jump_absbelow,0x102000,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below
jump_absaboveeq,0x102100,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above or equal
jump_absabove,0x102200,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above
jump_absbeloweq,0x102300,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below or equal
jump_all1,0x101200,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if all bits in src1 indicated by src2 are 1
jump_nall1,0x101300,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if not all bits in src1 indicated by src2 are 1
